,state,pollster,sponsor,start.date,end.date,entry.date.time..et.,number.of.observations,population,mode,biden,trump,biden_margin,other,undecided,url,TRUE,notes
616,--,Morning Consult,,5/25/2020,5/31/2020,6/9/2020 9:15:00,31983,rv,Online,46.0,41.0,5.0,,,https://morningconsult.com/2020/06/08/2020-biden-trump-floyd-protests/,True,
617,--,RMG Research,ScottRasmussen.com,6/4/2020,6/6/2020,6/8/2020 15:40:00,1200,rv,Online,47.0,37.0,10.0,,,https://scottrasmussen.com/biden-47-trump-37/,True,
618,--,Garin-Hart-Yang Research Group,,6/3/2020,6/6/2020,6/8/2020 15:39:00,1223,lv,Online,53.0,41.0,12.0,,,https://twitter.com/geoffgarin/status/1269998849231409155,True,
619,MI,EPIC-MRA,,5/30/2020,6/3/2020,6/7/2020 9:28:00,600,lv,Live Phone,53.0,41.0,12.0,,5.0,https://www.freep.com/story/news/politics/elections/2020/06/07/michigan-poll-biden-leading-trump-12-points/3153501001/,True,
620,--,NBC News/Wall Street Journal,,5/28/2020,6/2/2020,6/7/2020 9:26:00,1000,rv,Live Phone,49.0,42.0,7.0,5.0,3.0,https://assets.documentcloud.org/documents/6938425/200266-NBCWSJ-June-Poll.pdf,True,
621,--,SSRS,CNN,6/2/2020,6/5/2020,6/7/2020 6:27:00,1259,rv,Live Phone,55.0,41.0,14.0,1.0,2.0,http://cdn.cnn.com/cnn/2020/images/06/08/rel6a.-.race.and.2020.pdf,True,
622,TX,Public Policy Polling,,6/3/2020,6/4/2020,6/5/2020 14:48:00,682,rv,IVR,48.0,48.0,0.0,,4.0,https://www.texasdemocrats.org/wp-content/uploads/2020/06/TexasResults.pdf,True,
623,IA,Public Policy Polling,,6/3/2020,6/4/2020,6/5/2020 14:47:00,963,rv,IVR,47.0,48.0,-1.0,,5.0,https://secure.emilyslist.org/page/-/IowaResults.pdf,True,
624,--,Whitman Insight Strategies,,6/2/2020,6/4/2020,6/5/2020 14:46:00,500,rv,Online,53.0,43.0,10.0,1.0,2.0,https://twitter.com/mattmfm/status/1268943413971484672?s=20,True,
625,--,Marist College,NPR/PBS NewHour,6/2/2020,6/3/2020,6/5/2020 14:44:00,958,rv,Live Phone,50.0,43.0,7.0,,,http://maristpoll.marist.edu/wp-content/uploads/2020/06/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_2006041039.pdf,True,
626,NC,Public Policy Polling,,6/2/2020,6/3/2020,6/4/2020 22:56:00,949,rv,IVR,49.0,45.0,4.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/06/NCResultsJune2020.pdf,True,
627,--,Civiqs,,6/1/2020,6/3/2020,6/4/2020 22:55:00,1327,a,Online,47.0,44.0,3.0,7.0,3.0,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_06_z972k3.pdf,True,
628,--,IBD/TIPP,,5/31/2020,6/3/2020,6/4/2020 22:54:00,964,rv,Online,45.0,42.0,3.0,,,https://www.investors.com/politics/joe-biden-regains-2020-election-lead-president-trump-job-approval-dives/,True,
629,--,Optimus,,5/26/2020,6/2/2020,6/4/2020 22:53:00,795,lv,Online,51.0,44.0,7.0,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-04-2020,True,
630,CA,Public Policy Institute of California,,5/17/2020,5/26/2020,6/4/2020 22:51:00,1048,lv,Live Phone,57.0,33.0,24.0,,,https://www.ppic.org/wp-content/uploads/ppic-statewide-survey-californians-and-their-government-may-2020.pdf,True,
631,WI,Fox News/Beacon Research/Shaw & Co. Research,,5/30/2020,6/2/2020,6/3/2020 20:02:00,801,rv,Live Phone,49.0,40.0,9.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_May-30-June-2-2020_Complete_Wisconsin_Topline_June-3-Release.pdf,True,
632,OH,Fox News/Beacon Research/Shaw & Co. Research,,5/30/2020,6/2/2020,6/3/2020 20:02:00,803,rv,Live Phone,45.0,43.0,2.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_May-30-June-2-2020_Complete_Ohio_Topline_June-3-Release.pdf,True,
633,AZ,Fox News/Beacon Research/Shaw & Co. Research,,5/30/2020,6/2/2020,6/3/2020 20:02:00,1002,rv,Live Phone,46.0,42.0,4.0,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/35199d36-Fox_May-30-June-2-2020_Complete_Arizona_Topline_June-3-Release.pdf,True,
634,--,YouGov,Economist,5/31/2020,6/2/2020,6/3/2020 17:23:00,1244,rv,Online,47.0,40.0,7.0,5.0,5.0,https://docs.cdn.yougov.com/c00sty9kik/econTabReport.pdf,True,
635,TX,Quinnipiac University,,5/29/2020,6/1/2020,6/3/2020 17:21:00,1166,rv,Live Phone,43.0,44.0,-1.0,,,https://poll.qu.edu/texas/release-detail?ReleaseID=3662,True,
636,--,Monmouth University,,5/28/2020,6/1/2020,6/3/2020 17:21:00,742,rv,Live Phone,52.0,41.0,11.0,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_060320.pdf/,True,
637,WI,Change Research,,5/29/2020,5/31/2020,6/3/2020 17:19:00,328,lv,Online,45.0,45.0,0.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-6,True,
638,PA,Change Research,,5/29/2020,5/31/2020,6/3/2020 17:19:00,579,lv,Online,46.0,50.0,-4.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-6,True,
639,NC,Change Research,,5/29/2020,5/31/2020,6/3/2020 17:19:00,806,lv,Online,46.0,45.0,1.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-6,True,
640,MI,Change Research,,5/29/2020,5/31/2020,6/3/2020 17:19:00,620,lv,Online,48.0,46.0,2.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-6,True,
641,FL,Change Research,,5/29/2020,5/31/2020,6/3/2020 17:19:00,1186,lv,Online,48.0,45.0,3.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-6,True,
642,AZ,Change Research,,5/29/2020,5/31/2020,6/3/2020 17:19:00,329,lv,Online,44.0,45.0,-1.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-6,True,
643,--,Change Research,,5/29/2020,5/31/2020,6/3/2020 17:19:00,1457,lv,Online,48.0,41.0,7.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-6,True,
644,NC,Harper Polling,,5/26/2020,5/28/2020,6/3/2020 17:18:00,500,lv,Online,44.0,47.0,-3.0,,,https://www.nccivitas.org/2020/gov-roy-coopers-job-approval-takes-dip-president-trumps-job-disapproval-climbs/,True,
645,--,Reuters,Reuters,6/1/2020,6/2/2020,6/2/2020 19:28:00,964,rv,Online,47.0,37.0,10.0,,,https://www.reuters.com/article/us-minneapolis-police-poll-exclusive/exclusive-most-americans-sympathize-with-protests-disapprove-of-trumps-response-reuters-ipsos-idUSKBN239347,True,
646,KS,Civiqs,,5/30/2020,6/1/2020,6/2/2020 19:28:00,699,rv,Online,40.0,52.0,-12.0,6.0,2.0,https://civiqs.com/documents/Civiqs_DailyKos_KS_banner_book_2020_06_ng72o3.pdf,True,
647,--,YouGov,CBS News,5/29/2020,6/1/2020,6/2/2020 19:26:00,1486,lv,Online,47.0,43.0,4.0,4.0,5.0,https://drive.google.com/file/d/1ypj11mR3myQIudjo1R9Cv--lS4P2Mpq3/view,True,
648,--,RMG Research,ScottRasmussen.com,5/28/2020,5/30/2020,6/2/2020 19:25:00,1200,rv,Online,46.0,39.0,7.0,,,https://justthenews.com/sites/default/files/2020-06/2020-06-02%20JTN%20Poll.pdf,True,
649,MI,Public Policy Polling,,5/29/2020,5/30/2020,6/1/2020 19:33:00,1582,rv,IVR,50.0,44.0,6.0,,,https://progressmichigan.org/wp-content/uploads/2020/06/Lake-Effect-Poll-May.pdf,True,
650,--,Optimus,,5/23/2020,5/30/2020,6/1/2020 19:32:00,789,lv,Online,50.0,45.0,5.0,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-01-2020,True,
651,--,Morning Consult,,5/31/2020,6/1/2020,6/1/2020 19:28:00,1624,rv,Online,51.0,39.0,12.0,,10.0,https://assets.morningconsult.com/wp-uploads/2020/06/01181629/2005131_crosstabs_POLICE_RVs_FINAL_LM-1.pdf,True,
652,--,Morning Consult,,5/2/2020,5/3/2020,6/1/2020 19:28:00,1991,rv,Online,45.0,41.0,4.0,,11.0,https://morningconsult.com/wp-content/uploads/2020/05/200501_crosstabs_BIDEN_READE_RVs_v4_YW.pdf,True,
653,--,TargetSmart/Dynata,,5/21/2020,5/27/2020,6/1/2020 13:13:00,1200,rv,Live Phone/Online,43.0,40.0,3.0,6.0,8.0,https://insights.targetsmart.com/Analysis/covid_national_survey_may_2020/toplines.pdf,True,
654,--,YouGov,Yahoo,5/29/2020,5/30/2020,5/31/2020 18:36:00,861,rv,Online,48.0,40.0,8.0,,,https://docs.cdn.yougov.com/s23agrrx47/20200531_yahoo_race_and_justice_crosstabs.pdf,True,
655,--,ABC News/Washington Post,,5/25/2020,5/28/2020,5/31/2020 0:31:00,700,lv,Live Phone,51.0,46.0,5.0,,,https://docs.google.com/spreadsheets/d/12_wKNz3jNDqqqjtMe6I0RQYe48C7q62X61eJgmn4q4Y/edit,True,
656,--,ABC News/Washington Post,,5/25/2020,5/28/2020,5/31/2020 0:31:00,835,rv,Live Phone,53.0,43.0,10.0,,,https://docs.google.com/spreadsheets/d/12_wKNz3jNDqqqjtMe6I0RQYe48C7q62X61eJgmn4q4Y/edit,True,
657,FL,St Pete Polls,,5/26/2020,5/27/2020,5/30/2020 18:18:00,4763,rv,Online,48.0,47.0,1.0,3.0,3.0,http://stpetepolls.org/files/StPetePolls_2020_State_President-Gen_May27_M17DA.pdf,True,
658,MO,We Ask America,,5/26/2020,5/27/2020,5/30/2020 18:11:00,500,lv,Live Phone,44.0,48.0,-4.0,,,http://www.weaskamerica.com/surveys/missouri-statewide-general-election-survey-results,True,
659,--,Optimus,,5/19/2020,5/26/2020,5/30/2020 18:10:00,793,lv,Online,52.0,44.0,8.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-28-2020,True,
660,--,Ipsos,Reuters,5/20/2020,5/27/2020,5/27/2020 19:51:00,3732,rv,Online,45.0,39.0,6.0,7.0,7.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-05/2020_reuters_tracking_-_core_political_coronavirus_tracker_05_27_2020.pdf,True,
661,--,YouGov,Economist,5/23/2020,5/26/2020,5/27/2020 19:51:00,1157,rv,Online,45.0,42.0,3.0,5.0,6.0,https://docs.cdn.yougov.com/5fsvmrvvhh/econTabReport.pdf,True,
662,SC,Civiqs,,5/23/2020,5/26/2020,5/27/2020 19:50:00,591,rv,Online,42.0,52.0,-10.0,5.0,1.0,https://civiqs.com/documents/Civiqs_DailyKos_SC_banner_book_2020_05_b68sg1x.pdf,True,
663,--,Morning Consult,,5/18/2020,5/24/2020,5/27/2020 19:49:00,30317,rv,Online,46.0,41.0,5.0,,,http://morningconsult.com/2020/05/27/biden-warren-vice-president-poll/,True,
664,NY,Sinea College,,5/17/2020,5/21/2020,5/27/2020 19:48:00,796,rv,Live Phone,57.0,32.0,25.0,,,https://scri.siena.edu/wp-content/uploads/2020/05/SNY0520-Crosstabs052720.pdf,True,
665,--,Optimus,,5/16/2020,5/23/2020,5/27/2020 19:47:00,766,lv,Online,54.0,43.0,11.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-25-2020,True,
666,AZ,HighGround Inc.,,5/18/2020,5/22/2020,5/27/2020 19:46:00,400,lv,Live Phone,47.0,45.0,2.0,5.0,4.0,https://www.azhighground.com/blog/post/dead-heat-in-the-desert--trump-trails-biden-by-2-points-in-arizona,True,
667,NC,Meeting Street Insights,,5/9/2020,5/13/2020,5/27/2020 19:41:00,500,rv,Live Phone,47.0,47.0,0.0,,6.0,https://cprnc.org/wp-content/uploads/2020/05/NC-Statewide-Survey-May-2020-Crosstabs-For-Release-v4.pdf,True,
668,MD,Gonzales Research & Media Services,,5/19/2020,5/23/2020,5/26/2020 12:20:00,810,lv,Live Phone,59.0,35.0,24.0,,6.0,https://projects.fivethirtyeight.com/polls/20200526_MD.pdf,True,
669,UT,Y2 Analytics,Utahpolicy.com,5/9/2020,5/15/2020,5/26/2020 12:19:00,1078,lv,Online,41.0,44.0,-3.0,8.0,5.0,https://utahpolicy.com/index.php/features/today-at-utah-policy/23932-poll-donald-trump-leads-biden-by-just-3-points-in-utah,True,
670,MN,Mason-Dixon Polling & Strategy,MPR News,5/18/2020,5/20/2020,5/24/2020 14:37:00,800,rv,Live Phone,49.0,44.0,5.0,,7.0,https://www.startribune.com/star-tribune-mpr-news-kare-11-minnesota-poll-presidential-race/570571341/,True,
671,--,YouGov,Yahoo,5/20/2020,5/21/2020,5/22/2020 21:51:00,1218,rv,Online,46.0,42.0,4.0,4.0,6.0,https://docs.cdn.yougov.com/jyiylkmrh7/20200522_yahoo_coronavirus_crosstabs.pdf,True,
672,WA,Public Policy Polling,,5/19/2020,5/20/2020,5/22/2020 21:44:00,1070,lv,IVR,59.0,37.0,22.0,,,https://www.nwprogressive.org/weblog/2020/05/npi-poll-finds-joe-biden-on-track-for-landslide-washington-state-win-in-november-2020.html,True,
673,--,Optimus,,5/12/2020,4/19/2020,5/22/2020 21:40:00,774,lv,Online,52.0,42.0,10.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-21-2020,True,
674,--,Kaiser Family Foundation,,5/13/2020,5/18/2020,5/22/2020 9:35:00,970,rv,Live Phone,43.0,41.0,2.0,,,https://www.kff.org/coronavirus-covid-19/report/kff-health-tracking-poll-may-2020/,True,
675,--,Fox News/Beacon Research/Shaw & Co. Research,,5/17/2020,5/20/2020,5/21/2020 20:34:00,1207,rv,Live Phone,48.0,40.0,8.0,4.0,5.0,https://static.foxnews.com/foxnews.com/content/uploads/2020/05/Fox_May-17-20-2020_Complete_National_Topline_May-21-Release.pdf,True,
676,--,Data for Progress,,5/19/2020,5/19/2020,5/21/2020 20:34:00,810,rv,Online,51.0,42.0,9.0,,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJLZIN,True,
677,MI,Public Policy Polling,,5/18/2020,5/19/2020,5/21/2020 20:27:00,1234,rv,IVR,51.0,45.0,6.0,,,https://www.protectourcare.org/wp-content/uploads/2020/05/Michigan-Polling-Results-5.20.20.pdf,True,
678,WA,SurveyUSA,,5/16/2020,5/19/2020,5/21/2020 20:26:00,530,lv,Online,57.0,31.0,26.0,,,http://www.surveyusa.com/client/PollReport.aspx?g=eb9c7a11-4c4c-469e-aad9-6fb9ce040a5b,True,
679,MI,Change Research,Crooked,5/16/2020,5/19/2020,5/21/2020 20:25:00,3070,lv,Online,47.0,44.0,3.0,4.0,,https://crooked.com/articles/michigan-2020-pollercoaster/,True,
680,WI,Redfield & Wilton Strategies,,5/10/2020,5/14/2020,5/21/2020 20:24:00,875,lv,Online,48.0,38.0,10.0,,,https://redfieldandwiltonstrategies.com/the-story-in-six-swing-states/,True,
681,MI,Redfield & Wilton Strategies,,5/10/2020,5/14/2020,5/21/2020 20:24:00,970,lv,Online,47.0,39.0,8.0,,,https://redfieldandwiltonstrategies.com/the-story-in-six-swing-states/,True,
682,PA,Redfield & Wilton Strategies,,5/10/2020,5/14/2020,5/21/2020 20:24:00,963,lv,Online,48.0,39.0,9.0,,,https://redfieldandwiltonstrategies.com/the-story-in-six-swing-states/,True,
683,FL,Redfield & Wilton Strategies,,5/10/2020,5/14/2020,5/21/2020 20:24:00,1014,lv,Online,45.0,43.0,2.0,,,https://redfieldandwiltonstrategies.com/the-story-in-six-swing-states/,True,
684,NC,Redfield & Wilton Strategies,,5/10/2020,5/14/2020,5/21/2020 20:24:00,859,lv,Online,45.0,43.0,2.0,,,https://redfieldandwiltonstrategies.com/the-story-in-six-swing-states/,True,
685,AZ,Redfield & Wilton Strategies,,5/10/2020,5/14/2020,5/21/2020 20:24:00,946,lv,Online,45.0,41.0,4.0,,,https://redfieldandwiltonstrategies.com/the-story-in-six-swing-states/,True,
686,PA,Hodas & Associates,,5/9/2020,5/13/2020,5/21/2020 20:21:00,600,lv,Live Phone,46.0,50.0,-4.0,,4.0,https://d3n8a8pro7vhmx.cloudfront.net/restoration/pages/448/attachments/original/1589919532/restoration_pac_pennsylvania_toplines_may2020.pdf,True,
687,--,Data for Progress,,5/12/2020,5/12/2020,5/21/2020 20:21:00,684,rv,Online,48.0,41.0,7.0,,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJLZIN,True,
688,WI,Hodas & Associates,,5/6/2020,5/8/2020,5/21/2020 20:20:00,600,lv,Live Phone,51.0,42.0,9.0,,,https://d3n8a8pro7vhmx.cloudfront.net/restoration/pages/448/attachments/original/1589465671/restoration_pac_wisconsin_toplines_may2020.pdf,True,
689,MI,Hodas & Associates,,5/1/2020,5/5/2020,5/21/2020 20:14:00,600,lv,Live Phone,50.0,42.0,8.0,,,https://d3n8a8pro7vhmx.cloudfront.net/restoration/pages/448/attachments/original/1589465664/restoration_pac_michigan_toplines_may2020.pdf,True,
690,CA,SurveyUSA,,5/18/2020,5/19/2020,5/21/2020 20:07:00,537,lv,Online,58.0,30.0,28.0,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-05/2020_reuters_tracking_-_core_political_coronavirus_tracker_05_20_2020.pdf,True,
691,--,Ipsos,Reuters,5/18/2020,5/19/2020,5/21/2020 20:06:00,957,rv,Online,47.0,38.0,9.0,5.0,7.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-05/2020_reuters_tracking_-_core_political_coronavirus_tracker_05_20_2020.pdf,True,
692,--,Quinnipiac University,,5/14/2020,5/18/2020,5/21/2020 20:05:00,1323,rv,Live Phone,50.0,39.0,11.0,2.0,7.0,https://poll.qu.edu/national/release-detail?ReleaseID=3661,True,
693,KY,Public Policy Polling,,5/14/2020,5/15/2020,5/21/2020 20:03:00,1104,rv,IVR,39.0,55.0,-16.0,5.0,2.0,https://www.publicpolicypolling.com/wp-content/uploads/2020/05/KentuckyResultsMay2020.pdf,True,
694,--,YouGov,Economist,5/17/2020,5/19/2020,5/20/2020 12:20:00,1235,rv,Online,47.0,42.0,5.0,4.0,5.0,https://docs.cdn.yougov.com/q0t43bjops/econTabReport.pdf,True,
695,--,Change Research,,5/15/2020,5/17/2020,5/20/2020 12:18:00,1424,lv,Online,48.0,45.0,3.0,,,https://1de9b613-f5ea-469f-bbea-e129fedcca0d.usrfiles.com/ugd/1de9b6_2c7f52f9aeb1454691efcd8186cbda47.pdf,True,
696,--,Morning Consult,,5/11/2020,5/17/2020,5/20/2020 12:16:00,28159,rv,Online,46.0,41.0,5.0,,,https://morningconsult.com/2020/05/20/trump-biden-trust-china-coronavirus-polling/,True,
697,GA,Civiqs,Daily Kos,5/16/2020,5/18/2020,5/20/2020 12:12:00,1339,rv,Online,48.0,47.0,1.0,3.0,2.0,https://civiqs.com/documents/Civiqs_DailyKos_GA_banner_book_2020_05_h79s1a.pdf,True,
698,FL,Point Blank Political,,5/14/2020,5/17/2020,5/20/2020 12:09:00,2149,lv,Text/Online,45.0,44.0,1.0,3.0,8.0,https://www.pointblankpolitical.com/wp-content/uploads/2020/05/2020-05-Florida-General-Poll-Report-1.pdf,True,
699,VA,Roanoke College,,5/3/2020,5/16/2020,5/20/2020 12:05:00,563,lv,Live Phone,51.0,39.0,12.0,,,https://www.roanoke.edu/about/news/rc_poll_politics_may_2020,True,
700,AZ,OH Predictive Insights,MBQF,5/9/2020,5/11/2020,5/20/2020 12:03:00,600,lv,IVR/Live Phone,50.0,43.0,7.0,,6.0,https://cdn2.hubspot.net/hubfs/7453540/Arizona%20Public%20Opinion%20Pulse%20-%20Presidential.pdf,True,
701,TN,East Tennessee State University,,4/22/2020,5/1/2020,5/20/2020 11:59:00,536,lv,Live Phone,36.0,53.0,-17.0,,,https://www.etsu.edu/cas/sociology/asrl/documents/tnpoll5_bannertablespr2.pdf,True,
702,--,RMG Research,ScottRasmussen.com,5/14/2020,5/16/2020,5/20/2020 11:57:00,1200,rv,Online,43.0,39.0,4.0,3.0,,https://scottrasmussen.com/biden-44-trump-38/,True,
703,--,Optimus,,5/9/2020,5/16/2020,5/20/2020 11:57:00,780,lv,Online,52.0,41.0,11.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-18-2020,True,
704,--,The Harris Poll,Harvard,5/13/2020,5/14/2020,5/20/2020 11:54:00,1708,lv,Online,53.0,47.0,6.0,,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/137bf650-965a-4f7b-a305-9eb1014db2db/HHP_may20_final_version.pdf,True,
705,--,The Harris Poll,Harvard,5/13/2020,5/14/2020,5/20/2020 11:54:00,1854,rv,Online,53.0,47.0,6.0,,,https://harvardharrispoll.com/wp-content/uploads/2020/05/May20_HHP_RegisteredVoters_Topline.pdf,True,
706,CO,Global Strategy Group,,5/7/2020,5/11/2020,5/20/2020 11:50:00,800,rv,Online,53.0,40.0,13.0,,,https://www.globalstrategygroup.com/wp-content/uploads/2020/05/CO-Mountaineer-Q2-Survey-Topline-F05.13.2020.pdf,True,
707,GA,BK Strategies,,5/11/2020,5/13/2020,5/16/2020 12:36:00,700,lv,Live Phone,46.0,48.0,-2.0,,,https://assets.documentcloud.org/documents/6890619/RSLC-Georgia-Memo-May-2020.pdf,True,
708,NC,East Carolina University,,5/7/2020,5/9/2020,5/16/2020 12:35:00,1111,rv,Online,43.0,46.0,-3.0,,,https://surveyresearch-ecu.reportablenews.com/pr/presidential-and-senate-races-remain-close-in-north-carolina-cooper-leads-forest-and-earns-high-approval-for-state-s-coronavirus-response,True,
709,--,Data for Progress,,5/5/2020,5/5/2020,5/16/2020 12:31:00,795,rv,Online,50.0,44.0,6.0,,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJLZIN,True,
710,--,Data for Progress,,4/28/2020,4/28/2020,5/16/2020 12:31:00,895,rv,Online,52.0,43.0,9.0,,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJLZIN,True,
711,--,Data for Progress,,4/21/2020,4/21/2020,5/16/2020 12:31:00,860,rv,Online,49.0,44.0,5.0,,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJLZIN,True,
712,--,Data for Progress,,4/14/2020,4/14/2020,5/16/2020 12:31:00,802,rv,Online,49.0,45.0,4.0,,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XJLZIN,True,
713,FL,Florida Atlantic University,,5/8/2020,5/12/2020,5/15/2020 11:13:00,928,rv,IVR/Online,53.0,47.0,6.0,,,https://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/bepi-polls-2020/biden-leads-trump-in-florida.php,True,
714,--,Optimus,,5/5/2020,5/12/2020,5/15/2020 11:10:00,728,lv,Online,52.0,43.0,9.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-14-2020,True,
715,NJ,Rutgers University,,4/22/2020,5/2/2020,5/15/2020 11:08:00,1364,rv,Live Phone,56.0,33.0,23.0,6.0,7.0,https://eagletonpoll.rutgers.edu/wp-content/uploads/2020/05/Vote-By-Mail-NJ-Primaries-2020.pdf,True,
716,--,YouGov,Economist,5/10/2020,5/12/2020,5/13/2020 14:08:00,1175,rv,Online,47.0,43.0,4.0,4.0,5.0,https://docs.cdn.yougov.com/sww5v5iven/econTabReport.pdf,True,
717,--,SSRS,CNN,5/7/2020,5/10/2020,5/13/2020 14:06:00,1001,rv,Live Phone,51.0,46.0,5.0,1.0,1.0,http://cdn.cnn.com/cnn/2020/images/05/13/rel5c.-.2020.pdf,True,
718,GA,Public Opinion Strategies,,5/4/2020,5/7/2020,5/13/2020 14:04:00,500,lv,Live Phone,47.0,46.0,1.0,,5.0,https://assets.documentcloud.org/documents/6889420/Georgia-Statewide-Key-Findings-Memo.pdf,True,
719,--,Ipsos,Reuters,5/11/2020,5/12/2020,5/13/2020 14:03:00,973,rv,Online,46.0,38.0,8.0,,,https://www.reuters.com/article/us-usa-election-poll/trump-approval-dips-amid-mounting-coronavirus-death-toll-trails-biden-by-8-points-reuters-ipsos-poll-idUSKBN22O3FG,True,
720,WI,Marquette University Law School,,5/3/2020,5/7/2020,5/12/2020 17:25:00,650,lv,Live Phone,49.0,45.0,4.0,4.0,4.0,https://law.marquette.edu/poll/wp-content/uploads/2020/08/MLSP62PressRelease.pdf,True,
721,--,Morning Consult,,5/4/2020,5/10/2020,5/11/2020 18:30:00,27754,rv,Online,52.0,45.0,7.0,,,https://morningconsult.com/2020/05/11/biden-popularity-reade-allegations-polling/,True,
722,--,Redfield & Wilton Strategies,,5/8/2020,5/9/2020,5/11/2020 18:25:00,1500,lv,Online,52.0,44.0,8.0,2.0,,https://redfieldandwiltonstrategies.com/latest-usa-voting-intention-8-and-9-may/,True,
723,--,RMG Research,ScottRasmussen.com,5/7/2020,5/9/2020,5/11/2020 18:24:00,1200,rv,Online,44.0,38.0,6.0,,,https://scottrasmussen.com/biden-44-trump-38/,True,
724,--,Optimus,,5/2/2020,5/9/2020,5/11/2020 18:17:00,726,lv,Online,50.0,45.0,5.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-11-2020,True,
725,--,YouGov,Yahoo,5/4/2020,5/5/2020,5/7/2020 17:54:00,1224,rv,Online,45.0,42.0,3.0,5.0,6.0,https://docs.cdn.yougov.com/wllghb6lp9/20200506_yahoo_coronavirus_crosstabs.pdf,True,
