,state,pollster,sponsor,start.date,end.date,entry.date.time..et.,number.of.observations,population,mode,biden,trump,biden_margin,other,undecided,url,include,note
723,AZ,Latino Decisions,Univision | Arizona State,3/6/2020,3/11/2020,3/13/2020 9:58:00,1036,rv,Live Phone/Online/Text,50.0,42.0,8.0,,,https://st1.uvnimg.com/07/2e/d0d9a91c4000996d8bcc95b85319/univisionpolling-march-arizona.pdf,True,
724,AZ,OH Predictive Insights,MBQF,3/3/2020,3/4/2020,3/13/2020 8:54:00,600,lv,IVR/Live Phone,49.0,43.0,6.0,,,https://ohpredictiveinsights.cmail19.com/t/ViewEmail/i/0F5B83CC85AF5F812540EF23F30FEDED/BD86063377B5C14A16FB8100885F948E,True,
725,--,YouGov,Yahoo,3/10/2020,3/11/2020,3/12/2020 16:45:00,1240,rv,Online,45.0,41.0,4.0,,,https://docs.cdn.yougov.com/ap1p15w9nv/20200311_yahoo_coronavirus_crosstabs.pdf,True,
726,--,Civiqs,Daily Kos,3/8/2020,3/11/2020,3/12/2020 12:41:00,1441,rv,Online,48.0,46.0,2.0,,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_03_y54g2h2.pdf,True,
727,WI,Public Policy Polling,,3/10/2020,3/11/2020,3/12/2020 8:35:00,1727,rv,IVR,48.0,45.0,3.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/03/WisconsinGeneralResults.pdf,True,
728,KS,Public Policy Polling,,3/10/2020,3/11/2020,3/12/2020 8:35:00,1567,rv,IVR,40.0,52.0,-12.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/03/KansasResults.pdf,True,
729,IA,Selzer & Co.,Des Moines Register | Mediacom,3/2/2020,3/6/2020,3/11/2020 20:43:00,667,lv,Live Phone,41.0,51.0,-10.0,,,https://www.desmoinesregister.com/story/news/politics/2020/03/11/trump-approval-favorable-ratings-break-even-iowa-poll/5000775002/,True,
730,OK,Amber Integrated,,3/5/2020,3/8/2020,3/11/2020 16:04:00,500,lv,Live Phone/Online,33.0,57.0,-24.0,,,https://projects.fivethirtyeight.com/polls/20200311_OK.pdf,True,
731,--,YouGov,Economist,3/8/2020,3/10/2020,3/11/2020 9:14:00,1191,rv,Online,47.0,43.0,4.0,,,https://docs.cdn.yougov.com/vrbl9mmctz/econTabReport.pdf,True,
732,WA,SurveyUSA,KING TV (Seattle),3/4/2020,3/6/2020,3/10/2020 23:28:00,992,rv,Online,57.0,34.0,23.0,,,http://www.surveyusa.com/client/PollReport.aspx?g=617c3b33-8fa1-472b-84b6-a8f35f8da814,True,
733,--,The Harris Poll,Harvard,2/26/2020,2/28/2020,3/10/2020 13:40:00,651,rv,Online,55.0,45.0,10.0,,,https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_February2020_RegisteredVoters_Topline.pdf,True,
734,--,Ipsos,Reuters,3/6/2020,3/9/2020,3/10/2020 12:08:00,956,rv,Online,44.0,42.0,2.0,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline_reuters_2020_election_tracker_03_09_2020.pdf,True,
735,FL,Florida Atlantic University,,3/5/2020,3/7/2020,3/10/2020 8:10:00,1216,rv,IVR/Online,49.4,50.6,-1.2,,,https://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/bepi-polls-2020/biden-way-ahead-in-sunshine-state.php,True,
736,--,Morning Consult,,3/5/2020,3/8/2020,3/10/2020 5:42:00,6112,rv,Online,48.0,41.0,7.0,,,https://morningconsult.com/2020-democratic-primary/,True,
737,MI,AtlasIntel,,3/7/2020,3/9/2020,3/9/2020 22:41:00,1100,rv,Online,44.1,45.5,-1.4,,,https://projects.fivethirtyeight.com/polls/20200309_MI.pdf,True,
738,--,Quinnipiac University,,3/5/2020,3/8/2020,3/9/2020 15:03:00,1261,rv,Live Phone,52.0,41.0,11.0,,,https://poll.qu.edu/national/release-detail?ReleaseID=3657,True,
739,PA,YouGov,Yahoo,3/6/2020,3/8/2020,3/9/2020 14:13:00,725,rv,Online,46.0,40.0,6.0,,,https://docs.cdn.yougov.com/fwvdnnbigm/20200308_yahoo_primary_crosstabs.pdf,True,
740,WI,YouGov,Yahoo,3/6/2020,3/8/2020,3/9/2020 14:13:00,459,rv,Online,44.0,42.0,2.0,,,https://docs.cdn.yougov.com/fwvdnnbigm/20200308_yahoo_primary_crosstabs.pdf,True,
741,MI,YouGov,Yahoo,3/6/2020,3/8/2020,3/9/2020 14:12:00,566,rv,Online,45.0,41.0,4.0,,,https://docs.cdn.yougov.com/fwvdnnbigm/20200308_yahoo_primary_crosstabs.pdf,True,
742,MI,Monmouth University,,3/5/2020,3/8/2020,3/9/2020 13:05:00,977,rv,Live Phone,48.0,41.0,7.0,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_mi_030920.pdf/,True,
743,ND,DFM Research,,3/3/2020,3/6/2020,3/9/2020 11:24:00,400,lv,Live Phone,38.0,55.0,-17.0,,,https://www.inforum.com/opinion/4982684-Port-Poll-shows-Biden-more-competitive-against-Trump-than-Sanders-in-North-Dakota-as-Democrats-prepare-to-vote,True,
744,MI,Optimus,,3/5/2020,3/7/2020,3/9/2020 8:49:00,550,lv,Live Phone/Text,44.34,46.49,-2.15,,,https://firehousestrategies.com/analysis/march_battleground_survey/,True,
745,PA,Optimus,,3/5/2020,3/7/2020,3/9/2020 8:49:00,533,lv,Live Phone/Text,44.0,45.0,-1.0,,,https://firehousestrategies.com/analysis/march_battleground_survey/,True,
746,WI,Optimus,,3/5/2020,3/7/2020,3/9/2020 8:49:00,502,lv,Live Phone/Text,43.07,44.56,-1.49,,,https://firehousestrategies.com/analysis/march_battleground_survey/,True,
747,--,SSRS,CNN,3/4/2020,3/7/2020,3/9/2020 7:16:00,1084,rv,Live Phone,53.0,43.0,10.0,,,https://cdn.cnn.com/cnn/2020/images/03/09/rel2a.-.2020.pdf,True,
748,MI,Expedition Strategies,Progressive Policy Institute,2/6/2020,2/18/2020,3/7/2020 0:26:00,500,rv,Online,43.0,43.0,0.0,,,https://www.progressivepolicy.org/wp-content/uploads/2020/03/PPI_SwingVoterPoll_Feb2020.pdf,True,
749,PA,Expedition Strategies,Progressive Policy Institute,2/6/2020,2/18/2020,3/7/2020 0:26:00,500,rv,Online,47.0,42.0,5.0,,,https://www.progressivepolicy.org/wp-content/uploads/2020/03/PPI_SwingVoterPoll_Feb2020.pdf,True,
750,WI,Expedition Strategies,Progressive Policy Institute,2/6/2020,2/18/2020,3/7/2020 0:26:00,500,rv,Online,42.0,44.0,-2.0,,,https://www.progressivepolicy.org/wp-content/uploads/2020/03/PPI_SwingVoterPoll_Feb2020.pdf,True,
751,UT,RMG Research,Deseret News | Hinckley Institute of Politics,2/24/2020,3/1/2020,3/6/2020 0:14:00,1000,rv,Online,33.0,50.0,-17.0,,,https://www.deseret.com/utah/2020/3/4/21164798/donald-trump-joe-biden-bernie-sanders-election-president-democratic-poll-deseret-news-super-tuesday,True,
752,MS,Mason-Dixon Polling & Research Inc.,,2/26/2020,2/28/2020,3/5/2020 8:16:00,625,rv,Live Phone,41.0,56.0,-15.0,,,https://www.scribd.com/document/450298837/Mason-Dixon-March-2020-Poll,True,
753,ME,Public Policy Polling,,3/2/2020,3/4/2020,3/5/2020 8:02:00,872,rv,IVR,52.0,42.0,10.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/03/MaineResults.pdf,True,
754,AZ,Public Policy Polling,,3/2/2020,3/4/2020,3/5/2020 8:02:00,666,rv,IVR,48.0,47.0,1.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/03/ArizonaResults.pdf,True,
755,GA,University of Georgia,,2/24/2020,3/2/2020,3/4/2020 6:59:00,1117,lv,Live Phone,43.1,51.4,-8.3,,,https://assets.documentcloud.org/documents/6793459/SPIA-GE-Poll-Results.pdf,True,
756,VA,Hampton University,,2/25/2020,2/28/2020,3/3/2020 0:21:00,768,rv,Online,45.0,38.0,7.0,,,http://news.hamptonu.edu/release/Nationally-Recognized-Hampton-University-Center-for-Public-Policy%27s-Latest-Poll-Shows-Joe-Biden-Leads-Democratic-Presidential-Nominees-Ahead-of-Super-Tuesday,True,
757,TX,AtlasIntel,,2/24/2020,3/2/2020,3/2/2020 20:07:00,1100,rv,Online,42.8,46.5,-3.7,,,https://projects.fivethirtyeight.com/polls/20200302_TX.pdf,True,
758,CA,AtlasIntel,,2/24/2020,3/2/2020,3/2/2020 17:43:00,1100,rv,Online,62.1,26.2,35.9,,,https://projects.fivethirtyeight.com/polls/20200302_CA.pdf,True,
759,CO,Climate Nexus,,2/15/2020,2/19/2020,3/2/2020 15:49:00,485,rv,Online,46.0,43.0,3.0,,,https://climatenexus.org/wp-content/uploads/2015/09/Colorado-Poll-Climate-Change-Toplines.pdf,True,
760,NC,Climate Nexus,,2/15/2020,2/19/2020,3/2/2020 15:47:00,675,rv,Online,46.0,44.0,2.0,,,https://climatenexus.org/wp-content/uploads/2015/09/North-Carolina-Poll-Climate-Change-Toplines.pdf,True,
761,FL,Saint Leo University,,2/17/2020,2/22/2020,3/2/2020 14:11:00,900,lv,Online,51.2,40.3,10.9,,,http://polls.saintleo.edu/new-saint-leo-university-poll-confirms-narrowing-of-democratic-primary-field-to-three-candidates-just-ahead-of-super-tuesday/,True,
762,--,Saint Leo University,,2/17/2020,2/22/2020,3/2/2020 14:10:00,1000,a,Online,46.8,39.4,7.4,,,http://polls.saintleo.edu/new-saint-leo-university-poll-confirms-narrowing-of-democratic-primary-field-to-three-candidates-just-ahead-of-super-tuesday/,True,
763,CA,YouGov,Stanford University,2/26/2020,2/28/2020,3/2/2020 11:02:00,1507,rv,Online,59.0,31.0,28.0,,,https://www.hoover.org/sites/default/files/hoover_ca_primary_crosstabs_20200228.pdf,True,
764,--,IBD/TIPP,,2/20/2020,2/29/2020,3/2/2020 9:29:00,839,rv,Live Phone,49.0,46.0,3.0,,,https://projects.fivethirtyeight.com/polls/20200304_National.xlsx,True,
765,NC,East Carolina University,,2/27/2020,2/28/2020,3/1/2020 9:39:00,1288,rv,IVR/Online,48.1,45.5,2.6,,,https://surveyresearch-ecu.reportablenews.com/pr/biden-and-sanders-in-close-race-in-north-carolina-presidential-primary-potential-general-election-matchups-competitive,True,
766,NC,Marist College,NBC News,2/23/2020,2/27/2020,3/1/2020 8:59:00,2120,rv,Live Phone,49.0,45.0,4.0,,,http://maristpoll.marist.edu/wp-content/uploads/2020/02/NBC-News_Marist-Poll-NC-NOS-and-Tables_2002281453.pdf,True,
767,TX,Marist College,NBC News,2/23/2020,2/27/2020,3/1/2020 8:59:00,2409,rv,Live Phone,45.0,49.0,-4.0,,,http://maristpoll.marist.edu/wp-content/uploads/2020/02/NBC-News_Marist-Poll-TX-NOS-and-Tables_2002281546.pdf,True,
768,TX,University of Texas at Tyler,Dallas Morning News,2/17/2020,2/26/2020,3/1/2020 6:06:00,1221,rv,Live Phone/Online,44.0,45.0,-1.0,,,https://www.scribd.com/document/449521374/DMN-UTTyler-Poll-February-2020-Registered-voters,True,
769,MO,Remington Research Group,Missouri Scout,2/26/2020,2/27/2020,2/29/2020 10:06:00,1050,lv,Automated Phone,42.0,52.0,-10.0,,,https://moscout.com/s/MOSCOUT-DECK-022820.pptx,True,
770,SC,AtlasIntel,,2/25/2020,2/28/2020,2/28/2020 18:55:00,1100,rv,Online,41.8,47.6,-5.8,,,https://projects.fivethirtyeight.com/polls/20200228_SC_2.pdf,True,
771,--,Morning Consult,,2/23/2020,2/27/2020,2/28/2020 15:26:00,6117,rv,Online,46.0,42.0,4.0,,,https://morningconsult.com/2020-democratic-primary/,True,
772,--,YouGov,Yahoo,2/26/2020,2/27/2020,2/28/2020 14:44:00,1662,rv,Online,50.0,41.0,9.0,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,True,
773,CA,"University of California, Berkeley",LA Times,2/20/2020,2/25/2020,2/28/2020 14:34:00,6002,lv,Online,57.8,30.9,26.9,,,https://escholarship.org/uc/item/40m769v7,True,
774,TX,SSRS,CNN,2/22/2020,2/26/2020,2/28/2020 12:14:00,1003,rv,Live Phone,48.0,47.0,1.0,,,https://cdn.cnn.com/cnn/2020/images/02/28/rel1_tx.pdf,True,
775,CA,SSRS,CNN,2/22/2020,2/26/2020,2/28/2020 12:13:00,951,rv,Live Phone,60.0,35.0,25.0,,,https://cdn.cnn.com/cnn/2020/images/02/28/rel1_ca.pdf,True,
776,TX,North Star Opinion Research,Univision/University of Houston/Latino Decisions/,2/21/2020,2/26/2020,2/28/2020 12:03:00,1004,rv,Live Phone/Online,43.0,46.0,-3.0,,,https://st1.uvnimg.com/ac/23/c0b90672493cbe07ae750f9b79c9/finalunivisionpolling-tx-weighted.pdf,True,
777,--,Fox News/Beacon Research/Shaw & Co. Research,,2/23/2020,2/26/2020,2/27/2020 18:14:00,1000,rv,Live Phone,49.0,41.0,8.0,,,https://www.foxnews.com/politics/fox-news-poll-february-23-26-2020,True,
778,WI,Marquette University Law School,,2/19/2020,2/23/2020,2/27/2020 13:47:00,1000,rv,Live Phone,46.0,46.0,0.0,,,https://law.marquette.edu/poll/wp-content/uploads/2020/02/MLSP58Toplines.pdf,True,
779,NH,University of New Hampshire,,2/19/2020,2/25/2020,2/27/2020 10:55:00,576,lv,Live Phone,44.0,46.0,-2.0,,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1575&context=survey_center_polls,True,
780,PA,Muhlenberg College,Morning Call,2/12/2020,2/20/2020,2/27/2020 7:06:00,424,rv,Live Phone,47.0,47.0,0.0,,,https://assets.documentcloud.org/documents/6788733/FULL-RESULTS-Morning-Call-Muhlenberg-College.pdf,True,
781,MT,University of Montana,,2/12/2020,2/22/2020,2/26/2020 20:33:00,498,lv,Online,33.9,56.2,-22.3,,,https://www.umt.edu/bigskypoll/Methodology/Spring2020_Aggregate%20Report%20with%20Xtabs.pdf,True,
782,--,Ipsos,Reuters,2/19/2020,2/25/2020,2/26/2020 10:57:00,3809,rv,Online,46.5,40.0,6.5,,,https://www.reuters.com/article/us-usa-election-democrats-poll/sanders-surpasses-biden-among-african-american-voters-bloomberg-support-dips-reuters-ipsos-poll-idUSKBN20J2J9,True,
783,MD,Goucher College,,2/13/2020,2/19/2020,2/25/2020 0:04:00,718,lv,Live Phone,60.0,35.0,25.0,,,https://www.goucher.edu/hughes-center/documents/Goucher-College-Poll-Feb-2020-Part-2.pdf,True,
784,VA,Roanoke College,,2/9/2020,2/18/2020,2/24/2020 9:47:00,520,lv,Live Phone,48.0,40.0,8.0,,,https://www.roanoke.edu/about/news/rc_poll_news_politics_feb_2020,True,
785,NY,Siena College,,2/16/2020,2/20/2020,2/24/2020 6:46:00,658,rv,Live Phone,55.0,36.0,19.0,,,https://scri.siena.edu/wp-content/uploads/2020/02/SNY0220-Crosstabs-1.pdf,True,
786,--,YouGov,CBS News,2/20/2020,2/22/2020,2/23/2020 10:39:00,1000,rv,Online,47.0,45.0,2.0,,,https://drive.google.com/file/d/1OpQxzzYY4MXgQMfo2j_XicB_tEUtt7eI/view,True,
787,PA,YouGov,University of Wisconsin–Madison,2/11/2020,2/20/2020,2/23/2020 8:20:00,1171,rv,Online,46.0,45.0,1.0,,,https://news.wisc.edu/battleground-state-poll-1/,True,
788,MI,YouGov,University of Wisconsin–Madison,2/11/2020,2/20/2020,2/23/2020 8:20:00,1249,rv,Online,47.0,43.0,4.0,,,https://news.wisc.edu/battleground-state-poll-1/,True,
789,WI,YouGov,University of Wisconsin–Madison | Wisconsin State Journal,2/11/2020,2/20/2020,2/23/2020 8:20:00,936,rv,Online,45.0,43.0,2.0,,,https://news.wisc.edu/battleground-state-poll-1/,True,
790,NV,AtlasIntel,,2/19/2020,2/21/2020,2/21/2020 16:04:00,1100,rv,Online,43.7,40.9,2.8,,,https://projects.fivethirtyeight.com/polls/20200221_NV.pdf,True,
791,CA,YouGov,USC Price | USC Schwarzenegger,1/2/2020,2/15/2020,2/20/2020 16:15:00,1200,lv,Online,59.9,30.4,29.5,,,https://priceschool.usc.edu/wp-content/uploads/2020/02/USC-Price-USC-Schwarzenegger-CA-Issues-Poll_Full.pdf,True,
792,MI,Quinnipiac University,,2/12/2020,2/18/2020,2/20/2020 12:05:00,845,rv,Live Phone,47.0,43.0,4.0,,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,True,
793,PA,Quinnipiac University,,2/12/2020,2/18/2020,2/20/2020 12:05:00,849,rv,Live Phone,50.0,42.0,8.0,,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,True,
794,WI,Quinnipiac University,,2/12/2020,2/18/2020,2/20/2020 12:05:00,823,rv,Live Phone,42.0,49.0,-7.0,,,https://poll.qu.edu/2020-presidential-swing-state-polls/release-detail?ReleaseID=3656,True,
795,FL,University of North Florida,First Coast News,2/10/2020,2/18/2020,2/19/2020 22:16:00,668,rv,Live Phone,49.0,48.0,1.0,,,https://www.unf.edu/uploadedFiles/aa/coas/porl/Feb20.2020.pdf,True,
796,CA,SurveyUSA,KGTV-TV (California) | KABC-TV (California) | San Diego Union-Tribune,2/13/2020,2/16/2020,2/19/2020 17:54:00,1196,rv,Online,57.0,37.0,20.0,,,http://www.surveyusa.com/client/PollReport.aspx?g=1bf92d90-a200-4dea-bcc5-3903341076f2,True,
797,NC,SurveyUSA,WRAL News,2/13/2020,2/16/2020,2/19/2020 17:46:00,2366,rv,Online,49.0,45.0,4.0,,,http://www.surveyusa.com/client/PollReport.aspx?g=c1f1548c-ce9c-4435-87d0-3c70e8348c9a,True,
798,--,SurveyUSA,,2/13/2020,2/17/2020,2/19/2020 10:25:00,2768,rv,Online,48.0,45.0,3.0,,,http://www.surveyusa.com/client/PollReport.aspx?g=75c982f1-70c6-461a-960f-a2cbc1e01813,True,
799,--,Ipsos,Reuters,2/14/2020,2/17/2020,2/19/2020 9:30:00,947,rv,Online,42.0,40.0,2.0,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-02/topline_reuters_2020_election_tracker_02_18_2020_wu1.pdf,True,
800,--,ABC News/Washington Post,,2/14/2020,2/17/2020,2/19/2020 6:05:00,913,rv,Live Phone,52.0,45.0,7.0,,,https://www.washingtonpost.com/context/washington-post-abc-news-poll-feb-14-17-2020/99074fb9-691e-4399-af1e-e6534d53a9d8/,True,
801,--,ABC News/Washington Post,,2/14/2020,2/17/2020,2/19/2020 6:04:00,1066,a,Live Phone,52.0,44.0,8.0,,,https://www.washingtonpost.com/context/washington-post-abc-news-poll-feb-14-17-2020/99074fb9-691e-4399-af1e-e6534d53a9d8/,True,
802,--,Morning Consult,,2/12/2020,2/17/2020,2/19/2020 5:04:00,7313,rv,Online,45.0,43.0,2.0,,,https://morningconsult.com/2020-democratic-primary/,True,
803,--,NBC News/Wall Street Journal,,2/14/2020,2/17/2020,2/18/2020 16:59:00,900,rv,Live Phone,52.0,44.0,8.0,,,https://www.nbcnews.com/politics/meet-the-press/nbc-news-wsj-poll-sanders-opens-double-digit-national-lead-n1138191,True,
804,NJ,Fairleigh Dickinson University (PublicMind),,2/12/2020,2/16/2020,2/18/2020 16:50:00,790,a,Live Phone,52.0,34.0,18.0,,,http://publicmind.fdu.edu/2020/200218/final.pdf,True,
805,OK,Cole Hargrave Snodgrass & Associates,,2/10/2020,2/13/2020,2/18/2020 11:56:00,500,rv,Live Phone/Text,33.0,57.0,-24.0,,,https://www.publicradiotulsa.org/post/bloomberg-leads-democrats-oklahoma-going-super-tuesday,True,
806,--,Marist College,NPR | PBS NewsHour,2/13/2020,2/16/2020,2/18/2020 4:58:00,1164,rv,Live Phone,50.0,44.0,6.0,,,http://maristpoll.marist.edu/wp-content/uploads/2020/02/UPDATED_Tuesday-Release_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_2002171446.pdf,True,
807,--,Morning Consult,,2/4/2020,2/9/2020,2/11/2020 8:29:00,9045,rv,Online,45.0,42.0,3.0,,,https://morningconsult.com/2020-democratic-primary/,True,
808,NH,AtlasIntel,,2/8/2020,2/10/2020,2/10/2020 22:24:00,1100,rv,Online,43.5,45.9,-2.4,,,https://projects.fivethirtyeight.com/polls/20200210_NH.pdf,True,
809,--,Ipsos,Reuters,2/7/2020,2/10/2020,2/10/2020 18:40:00,952,rv,Online,44.0,42.0,2.0,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-02/topline_reuters_2020_election_tracker_02_10_2020_wu.pdf,True,
810,--,Quinnipiac University,,2/5/2020,2/9/2020,2/10/2020 14:17:00,1159,rv,Live Phone,50.0,43.0,7.0,,,https://poll.qu.edu/national/release-detail?ReleaseID=3655,True,
811,--,Morning Consult,,1/27/2020,2/2/2020,2/2/2020 14:30:00,7178,rv,Online,46.0,42.0,4.0,,,https://morningconsult.com/2020-democratic-primary/,True,
812,--,NBC News/Wall Street Journal,,1/26/2020,1/29/2020,2/2/2020 13:10:00,1000,rv,Live Phone,50.0,44.0,6.0,,,https://www.nbcnews.com/politics/meet-the-press/nbc-wsj-poll-country-remains-divided-over-trump-s-impeachment-n1128326,True,
813,GA,Mason-Dixon Polling & Research Inc.,,2/1/2020,2/1/2020,2/2/2020 7:20:00,525,rv,Live Phone,44.0,51.0,-7.0,,,https://www.realclearpolitics.com/docs/2020/Mason-Dixon_GA.pdf,True,
814,GA,SurveyUSA,,2/1/2020,2/1/2020,2/2/2020 7:20:00,443,rv,Online,47.0,43.0,4.0,,,http://www.surveyusa.com/client/PollReport.aspx?g=128c319e-4d47-4e41-827c-c67900e8414b,True,
815,--,USC Dornsife,,1/15/2020,1/28/2020,1/31/2020 13:10:00,4869,rv,Online,49.0,40.0,9.0,,,https://drive.google.com/file/d/1_JsEQQbLSxwYLJE-JtvQ-syrSuwU4YN9/view,True,
816,--,ABC News/Washington Post,,1/20/2020,1/23/2020,1/27/2020 8:00:00,880,rv,Live Phone,50.0,46.0,4.0,,,https://www.washingtonpost.com/context/washington-post-abc-news-poll-jan-20-23-2020/50b73242-0f99-4709-b8bc-7e0d56bfe0f3/,,
817,--,Fox News/Beacon Research/Shaw & Co. Research,,1/19/2020,1/22/2020,1/24/2020 8:00:00,1004,rv,Live Phone,50.0,41.0,9.0,,,https://www.foxnews.com/politics/fox-news-poll-record-economy-ratings-as-half-say-senate-should-remove-trump,True,
818,--,CNN,,1/16/2020,1/19/2020,1/20/2020 8:00:00,1051,rv,Live Phone,53.0,44.0,9.0,,,https://cdn.cnn.com/cnn/2020/images/01/22/rel1b.-.2020.pdf,True,
819,--,Morning Consult,,1/6/2020,1/12/2020,1/14/2020 14:30:00,8299,rv,Online,46.0,41.0,5.0,,,https://morningconsult.com/2020-democratic-primary/,True,
820,--,Fox News/Beacon Research/Shaw & Co. Research,,1/1/2020,1/1/2020,1/1/2020 8:00:00,1000,rv,Live Phone,48.0,41.0,7.0,,,https://www.foxnews.com/politics/fox-news-poll-results-december-8-11-2019,True,
821,--,Quinnipiac University,,1/1/2020,1/1/2020,1/1/2020 8:00:00,1553,rv,Live Phone,51.0,42.0,9.0,,,https://poll.qu.edu/national/release-detail?ReleaseID=3651,True,
